timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1715180995750,4,Home (HTTP Request)-1,200,OK,Thread Group 1-24,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,4,0,0
1715180995807,3,Home (HTTP Request),200,OK,Thread Group 1-20,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,2,0,0
1715180995807,2,Home (HTTP Request)-0,302,Found,Thread Group 1-20,,true,,146,195,25,25,http://localhost:8080/jpetstore,2,0,0
1715180995809,1,Home (HTTP Request)-1,200,OK,Thread Group 1-20,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1715180995835,7,Home (HTTP Request),200,OK,Thread Group 1-25,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,4,0,0
1715180995835,4,Home (HTTP Request)-0,302,Found,Thread Group 1-25,,true,,146,195,25,25,http://localhost:8080/jpetstore,4,0,0
1715180995839,3,Home (HTTP Request)-1,200,OK,Thread Group 1-25,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,3,0,0
1715180996711,5,Main Catalog (HTTP Request),200,OK,Thread Group 1-3,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715180996940,8,Main Catalog (HTTP Request),200,OK,Thread Group 1-5,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1715180996973,3,Main Catalog (HTTP Request),200,OK,Thread Group 1-1,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715180996977,2,Main Catalog (HTTP Request),200,OK,Thread Group 1-2,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1715180996980,3,Main Catalog (HTTP Request),200,OK,Thread Group 1-6,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715180997008,4,Main Catalog (HTTP Request),200,OK,Thread Group 1-4,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715180997035,3,Main Catalog (HTTP Request),200,OK,Thread Group 1-7,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
